",""Species"",""Diel_activity"",""Habitat_breadth_IUCN"",""Forest"",""Savanna"",""Shrubland"",""Grassland"",""Wetland"",""Rocky.areas"",""Caves.and.subterranean"",""Desert"",""Marine"",""Marine.intertidal.or.coastal.supratidal"",""Artificial"",""Introduced.vegetation"",""Class"",""Order"",""Family"",""Genus"",""logBM"",""logLongevity"",""logClutchSize"",""Herbivore"",""Omnivore"",""Carnivore"""
"761,""Colaptes auratus"",""Other"",3.17805383034795,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Piciformes"",""Picidae"",""Colaptes"",4.87268807078862,8.42631069493906,1.88706964903238,0,0,1"
"762,""Contopus cooperi"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Tyrannidae"",""Contopus"",3.48941184021441,8.30602440555249,1.09861228866811,0,0,1"
"763,""Corvus brachyrhynchos"",""Other"",2.77258872223978,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Corvidae"",""Corvus"",6.11589212548303,8.8963143241848,1.52388002407245,0,0,1"
"764,""Coturnicops noveboracensis"",""Other"",0,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Gruiformes"",""Rallidae"",""Coturnicops"",4.06388535473739,8.33772336013504,2.08318452795867,0,0,1"
"765,""Dolichonyx oryzivorus"",""Other"",1.79175946922805,""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Icteridae"",""Dolichonyx"",3.45157358898722,8.09780662796703,1.63119940421561,0,0,1"
"766,""Dryobates pubescens"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Piciformes"",""Picidae"",""Dryobates"",3.2846635654062,8.37852014597757,1.56861591791385,0,0,1"
"767,""Empidonax alnorum"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Tyrannidae"",""Empidonax"",2.58021682959233,8.10702313236456,1.25276296849537,0,0,1"
"768,""Empidonax flaviventris"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Tyrannidae"",""Empidonax"",2.47232786758114,7.51001996306491,1.37371557891303,0,0,1"
"769,""Empidonax minimus"",""Other"",1.94591014905531,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Tyrannidae"",""Empidonax"",2.3297137603823,7.98002359231065,1.38629436111989,0,0,1"
"770,""Euphagus carolinus"",""Other"",1.38629436111989,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Icteridae"",""Euphagus"",4.09016919081162,8.07533377211497,1.50407739677627,0,0,1"
"771,""Falcipennis canadensis"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Falcipennis"",6.16046865232154,8.46553140809235,1.79175946922805,1,0,0"
"772,""Falco sparverius"",""Other"",3.09104245335832,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Aves"",""Falconiformes"",""Falconidae"",""Falco"",4.74153506050861,8.73379539468703,1.52605630349505,0,0,1"
"773,""Gallinago delicata"",""Other"",2.39789527279837,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Gallinago"",4.75359019110636,8.80200364471356,1.38629436111989,0,0,1"
"774,""Gavia pacifica"",""Other"",2.30258509299405,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""Aves"",""Gaviiformes"",""Gaviidae"",""Gavia"",7.71917426462012,9.23278656080601,0.667829372575655,0,0,1"
"775,""Geothlypis philadelphia"",""Other"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Geothlypis"",2.46385324059017,7.96955246536023,1.3609765531356,0,0,1"
"776,""Geothlypis trichas"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Geothlypis"",2.2554934854602,8.34292908600001,1.38504357921824,0,0,1"
"777,""Haemorhous purpureus"",""Other"",2.63905732961526,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Fringillidae"",""Haemorhous"",3.22816573967489,8.53963938024607,1.44691898293633,1,0,0"
"778,""Haliaeetus leucocephalus"",""Other"",3.13549421592915,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Haliaeetus"",8.45962551737017,9.7717830615387,0.693147180559945,0,0,1"
"779,""Junco hyemalis"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Junco"",2.96913159175681,8.32833028657886,1.38629436111989,1,0,0"
"780,""Larus delawarensis"",""Other"",2.56494935746154,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Charadriiformes"",""Laridae"",""Larus"",6.24882593340837,9.36004834041694,1.09861228866811,0,0,1"
"781,""Larus smithsonianus"",""Other"",3.68887945411394,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Charadriiformes"",""Laridae"",""Larus"",6.98933526597456,9.79240234874143,1.02961941718116,0,0,1"
"782,""Leiothlypis celata"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Leiothlypis"",2.2181159363676,8.05040422958598,1.50407739677627,0,0,1"
"783,""Leiothlypis peregrina"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Leiothlypis"",2.25654115449264,7.75953266273521,1.79175946922805,0,0,1"
"784,""Leiothlypis ruficapilla"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Leiothlypis"",2.09186406167839,8.22296977092103,1.50407739677627,0,0,1"
"785,""Leuconotopicus villosus"",""Other"",0,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Piciformes"",""Picidae"",""Leuconotopicus"",4.16781758283675,8.66794891489522,1.36863942588117,0,0,1"
"786,""Limnodromus griseus"",""Other"",1.6094379124341,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Limnodromus"",4.70528697732286,8.48834608585852,1.38629436111989,0,0,1"
"787,""Megaceryle alcyon"",""Other"",2.39789527279837,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Coraciiformes"",""Alcedinidae"",""Megaceryle"",5.02497663042494,8.39368891476928,1.87180217690159,0,0,1"
"788,""Melanitta perspicillata"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Melanitta"",6.9997235170785,8.1518738492373,1.89461685466776,0,0,1"
"789,""Melospiza georgiana"",""Other"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Melospiza"",2.80789553607193,7.78512346124784,1.47590651980958,0,0,1"
"790,""Melospiza lincolnii"",""Other"",2.484906649788,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Melospiza"",2.8094026953625,7.92873029792309,1.48274025938814,0,1,0"
"791,""Melospiza melodia"",""Other"",2.94443897916644,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Melospiza"",3.08694315360738,8.38548870041881,1.37371557891303,0,0,1"
"792,""Mniotilta varia"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Mniotilta"",2.37024374146786,8.40610787587253,1.58514521986506,0,0,1"
"793,""Parkesia noveboracensis"",""Other"",2.19722457733622,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Parkesia"",2.81540871942271,8.08850438882905,1.47932922708708,0,0,1"
"794,""Passerculus sandwichensis"",""Other"",3.2188758248682,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Passerculus"",2.99623214859564,7.83451620655631,1.45161382724053,0,0,1"
"795,""Passerella iliaca"",""Other"",2.77258872223978,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Passerella"",3.50769415153859,8.23595696644785,1.38629436111989,0,0,1"
"796,""Perisoreus canadensis"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Corvidae"",""Perisoreus"",4.27081570533788,8.85549232966454,1.25276296849537,1,0,0"
"797,""Petrochelidon pyrrhonota"",""Other"",2.77258872223978,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Hirundinidae"",""Petrochelidon"",3.10906095886099,8.37150245844407,1.44691898293633,0,0,1"
"798,""Phalacrocorax auritus"",""Other"",2.70805020110221,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""Aves"",""Suliformes"",""Phalacrocoracidae"",""Phalacrocorax"",7.53716361857508,9.01409735984118,1.25276296849537,0,0,1"
"799,""Picoides arcticus"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Piciformes"",""Picidae"",""Picoides"",4.23844490619586,7.49321312317399,1.29746314741327,0,0,1"
"800,""Poecile atricapillus"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Paridae"",""Poecile"",2.41591377830105,8.41962181703729,1.9387416595767,0,0,1"
"801,""Poecile hudsonicus"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Paridae"",""Poecile"",2.28238238567653,7.84649219968612,1.87180217690159,0,0,1"
"802,""Pooecetes gramineus"",""Other"",2.07944154167984,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Pooecetes"",3.24571247882176,7.96744481010378,1.38128181929635,0,1,0"
"803,""Porzana carolina"",""Other"",0.693147180559945,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Gruiformes"",""Rallidae"",""Porzana"",4.37764203635606,8.29486798934848,2.39789527279837,0,0,1"
"804,""Regulus calendula"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Regulidae"",""Regulus"",1.82454929205105,7.62334864837191,2.07944154167984,0,0,1"
"805,""Regulus satrapa"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Regulidae"",""Regulus"",1.8229350866965,7.74640874112914,2.07944154167984,0,0,1"
"806,""Seiurus aurocapilla"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Seiurus"",2.95491027903374,8.29847732342918,1.50407739677627,0,0,1"
"807,""Setophaga castanea"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.46809953147162,7.49321312317399,1.55814461804655,0,0,1"
"808,""Setophaga coronata"",""Other"",2.99573227355399,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.47989410796446,8.06963590744894,1.38629436111989,0,0,1"
"809,""Setophaga magnolia"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.09801792725277,7.98002359231065,1.38629436111989,0,0,1"
"810,""Setophaga palmarum"",""Other"",2.30258509299405,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.32727770558442,7.78765169966319,1.50407739677627,0,0,1"
"811,""Setophaga petechia"",""Other"",1.94591014905531,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.30258509299405,8.28934483986591,1.48274025938814,0,0,1"
"812,""Setophaga ruticilla"",""Other"",2.30258509299405,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.11021320034659,8.21311747447802,1.38629436111989,0,0,1"
"813,""Setophaga striata"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.47232786758114,7.9924461123092,1.50407739677627,0,0,1"
"814,""Setophaga tigrina"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.30757263450508,7.36845639874312,1.83258146374831,0,0,1"
"815,""Setophaga virens"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Parulidae"",""Setophaga"",2.16332302566054,7.69234151985886,1.38629436111989,0,0,1"
"816,""Sitta canadensis"",""Other"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Sittidae"",""Sitta"",2.33698651971138,7.91548507117307,1.70474809223843,0,1,0"
"817,""Sphyrapicus varius"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Piciformes"",""Picidae"",""Sphyrapicus"",3.92986292355648,7.94827507063158,1.6094379124341,0,0,1"
"818,""Spinus pinus"",""Other"",2.30258509299405,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Fringillidae"",""Spinus"",2.54160199346455,8.29847732342918,1.25276296849537,1,0,0"
"819,""Spinus tristis"",""Other"",2.77258872223978,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Fringillidae"",""Spinus"",2.54944517092557,8.46553140809235,1.6094379124341,1,0,0"
"820,""Spizelloides arborea"",""Other"",2.30927620808675,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Spizelloides"",3.12745712976258,8.46144403494829,1.55860576518903,1,0,0"
"821,""Strix varia"",""Nocturnal"",2.30258509299405,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Strigiformes"",""Strigidae"",""Strix"",6.57087595951394,9.07863588097876,0.916290731874155,0,0,1"
"822,""Sturnella magna"",""Other"",3.17805383034795,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Icteridae"",""Sturnella"",4.51917647282112,8.43427886458824,1.6094379124341,0,0,1"
"823,""Tachycineta bicolor"",""Other"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Hirundinidae"",""Tachycineta"",3.03855227073692,8.3937875032335,1.6094379124341,0,0,1"
"824,""Tringa melanoleuca"",""Other"",2.39789527279837,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Tringa"",5.13137691179238,8.6347186615166,1.38629436111989,0,0,1"
"825,""Tringa solitaria"",""Other"",1.79175946922805,""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Tringa"",3.88156379794344,8.48948954985151,1.38629436111989,0,0,1"
"826,""Turdus migratorius"",""Other"",3.68887945411394,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Turdidae"",""Turdus"",4.366701426261,8.73379539468703,1.23256026117785,0,1,0"
"827,""Tympanuchus phasianellus"",""Other"",1.09861228866811,""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Tympanuchus"",6.78262280222459,7.91548507117307,2.484906649788,1,0,0"
"828,""Tyrannus tyrannus"",""Other"",2.99573227355399,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Tyrannidae"",""Tyrannus"",3.68512240523622,8.3075271589491,1.25276296849537,0,0,1"
"829,""Vireo olivaceus"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Vireonidae"",""Vireo"",2.81839825827108,8.22296977092103,1.30833281965018,0,0,1"
"830,""Vireo solitarius"",""Other"",2.07944154167984,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Vireonidae"",""Vireo"",2.72785282839839,7.90435662110227,1.3609765531356,0,0,1"
"831,""Zonotrichia albicollis"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Zonotrichia"",3.19458313229916,8.60306129845509,1.4036429994545,1,0,0"
"832,""Zonotrichia leucophrys"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Emberizidae"",""Zonotrichia"",3.3322045101752,8.49134909111829,1.37371557891303,1,0,0"
"833,""Acomys cilicicus"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Acomys"",3.64558043596878,7.2865341218278,1.26921568671787,0,1,0"
"834,""Acomys minous"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Acomys"",3.9862024036024,7.91326037610642,0.904218150639886,1,0,0"
"835,""Acomys nesiotes"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Acomys"",3.60191370617419,7.91326037610642,0.904218150639886,0,1,0"
"836,""Alces alces"",""Nocturnal"",1.6094379124341,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Alces"",12.9225687558551,9.19641891663514,0.2390169004705,1,0,0"
"837,""Allactaga elater"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Allactaga"",4.07499183370629,7.54889838629529,1.50073849551076,0,1,0"
"838,""Allactaga euphratica"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Allactaga"",5.44673737166631,7.33566657592013,1.60843741210052,1,0,0"
"839,""Allactaga major"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Allactaga"",5.85793315448346,7.88584171142105,1.2857831795235,1,0,0"
"840,""Allactaga sibirica"",""Nocturnal"",0.693147180559945,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Allactaga"",4.67749084756772,7.40431715748418,1.23547147138531,0,0,1"
"841,""Allactaga williamsi"",""Nocturnal"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Allactaga"",4.75994923977565,7.33566657592013,1.6094379124341,1,0,0"
"842,""Allocricetulus eversmanni"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Allocricetulus"",4.74978122204727,6.87828141050822,1.60743590976343,0,1,0"
"843,""Apodemus agrarius"",""Other"",1.94591014905531,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.05400118167797,7.2868764117507,1.73342389221509,0,1,0"
"844,""Apodemus alpicola"",""Nocturnal"",0,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.33434507467431,7.40465944740708,1.70474809223843,0,1,0"
"845,""Apodemus epimelas"",""Nocturnal"",0,""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.74478708605223,7.35962283930812,1.21194097397511,0,1,0"
"846,""Apodemus flavicollis"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.38014397246432,7.34681633651882,1.65249740189455,1,0,0"
"847,""Apodemus hyrcanicus"",""Nocturnal"",0,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.80236312785604,7.33738146699077,1.32768790739745,0,1,0"
"848,""Apodemus mystacinus"",""Nocturnal"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.78054664263976,7.37888207410573,1.28647402583768,0,1,0"
"849,""Apodemus ponticus"",""Nocturnal"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.2846635654062,7.40465944740708,1.70474809223843,0,1,0"
"850,""Apodemus sylvaticus"",""Nocturnal"",2.30258509299405,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.15273602236366,7.57699391449041,1.64287268852034,0,1,0"
"851,""Apodemus uralensis"",""Nocturnal"",1.38629436111989,""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",2.90471287516682,7.74509208524439,1.69744878975681,0,1,0"
"852,""Apodemus witherbyi"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Apodemus"",3.02747315933805,7.49316867718731,1.57558336200494,0,1,0"
"853,""Arvicola amphibius"",""Nocturnal"",2.19722457733622,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Arvicola"",4.73948252359569,7.51001996306491,1.59330853050422,0,1,0"
"854,""Arvicola sapidus"",""Nocturnal"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Arvicola"",5.39358209077382,7.15342715127685,1.41706601978664,0,1,0"
"855,""Arvicola scherman"",""Nocturnal"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Arvicola"",4.5798523780038,7.51001996306491,1.62727783056243,1,0,0"
"856,""Atelerix algirus"",""Nocturnal"",1.79175946922805,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Erinaceomorpha"",""Erinaceidae"",""Atelerix"",6.80680723625363,7.84649219968612,1.13943428318836,0,1,0"
"857,""Barbastella barbastellus"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Barbastella"",2.11745960886736,8.99093980694081,0.623261053095779,0,0,1"
"858,""Barbastella leucomelas"",""Nocturnal"",2.19722457733622,""1"",""0"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Barbastella"",2.52772664697093,9.03607626655996,0.693147180559945,0,0,1"
